Dish_Name,Cuisine_Type,Veg_Non,Describe,Spice_Level,Sugar_Level,Dish_Category,Food_ID,Weather_Type
Lemon Delicious,Unknown,Vegetarian,"Lemon Delicious takes around <b>45 minutes</b> from beginning to end. For <b>71 cents per serving</b>, you get a side dish that serves 4. One serving contains <b>232 calories</b>, <b>6g of protein</b>, and <b>12g of fat</b>. It is brought to you by Foodista. 5 people were glad they tried this recipe. It is a good option if you're following a <b>lacto ovo vegetarian</b> diet. A mixture of self raising flour, caster sugar, egg whites, and a handful of other ingredients are all it takes to make this recipe so scrumptious. All things considered, we decided this recipe <b>deserves a spoonacular score of 19%</b>. This score is rather bad. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/delicious-lemon-cake-715395"">Delicious Lemon Cake</a>, <a href=""https://spoonacular.com/recipes/lemon-delicious-pudding-1196191"">Lemon Delicious Pudding</a>, and <a href=""https://spoonacular.com/recipes/lemon-delicious-puddings-618428"">Lemon Delicious Puddings</a>.",1,4,side dish,71,Hot
"Watermelon Popsicles with Mint, Basil & Lime",Unknown,Vegetarian,"Watermelon Popsicles with Mint, Basil & Lime requires around <b>45 minutes</b> from start to finish. For <b>26 cents per serving</b>, you get a side dish that serves 8. One serving contains <b>25 calories</b>, <b>1g of protein</b>, and <b>0g of fat</b>. 13 people were impressed by this recipe. A mixture of basil leaves, juice of lime, watermelon flesh, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It can be enjoyed any time, but it is especially good for <b>Summer</b>. It is a good option if you're following a <b>gluten free, dairy free, paleolithic, and lacto ovo vegetarian</b> diet. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 17%</b>, which is not so tremendous. Try <a href=""https://spoonacular.com/recipes/watermelon-lime-mint-popsicles-480038"">Watermelon Lime Mint Popsicles</a>, <a href=""https://spoonacular.com/recipes/watermelon-aguas-frescas-with-lime-mint-basil-syrup-27656"">Watermelon Aguas Frescas With Lime, Mint & Basil Syrup</a>, and <a href=""https://spoonacular.com/recipes/watermelon-mint-popsicles-with-blueberries-603118"">Watermelon-Mint Popsicles with Blueberries</a> for similar recipes.",1,0,side dish,72,Hot
How to Make the Best Crock Pot Roast,Unknown,Non-Vegetarian,"The recipe How to Make the Best Crock Pot Roast can be made <b>in roughly 8 hours and 10 minutes</b>. This recipe serves 8. Watching your figure? This gluten free, dairy free, and fodmap friendly recipe has <b>255 calories</b>, <b>38g of protein</b>, and <b>9g of fat</b> per serving. For <b>$2.08 per serving</b>, this recipe <b>covers 20%</b> of your daily requirements of vitamins and minerals. 6 people were impressed by this recipe. Head to the store and pick up ranch seasoning, pot roast cut, pepperoncini peppers, and a few other things to make it today. It is brought to you by Pink When. Only a few people really liked this main course. All things considered, we decided this recipe <b>deserves a spoonacular score of 88%</b>. This score is amazing. Similar recipes are <a href=""https://spoonacular.com/recipes/how-to-make-the-best-crock-pot-roast-1364649"">How to Make the Best Crock Pot Roast</a>, <a href=""https://spoonacular.com/recipes/how-to-make-the-best-crock-pot-roast-1366805"">How to Make the Best Crock Pot Roast</a>, and <a href=""https://spoonacular.com/recipes/how-to-make-the-best-crock-pot-roast-1364045"">How to Make the Best Crock Pot Roast</a>.",3,0,"lunch, main course, main dish, dinner",73,Hot
Amaretto Almond Cookies,Unknown,Vegetarian,"Amaretto Almond Cookies might be just the dessert you are searching for. One serving contains <b>196 calories</b>, <b>4g of protein</b>, and <b>14g of fat</b>. This recipe serves 18. For <b>41 cents per serving</b>, this recipe <b>covers 5%</b> of your daily requirements of vitamins and minerals. 3 people have tried and liked this recipe. This recipe from Foodista requires butter, molasses, lemon rind, and pastry flour. It is a good option if you're following a <b>lacto ovo vegetarian</b> diet. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Overall, this recipe earns a <b>rather bad spoonacular score of 20%</b>. Similar recipes are <a href=""https://spoonacular.com/recipes/amaretto-almond-bliss-cookies-369827"">Amaretto-Almond Bliss Cookies</a>, <a href=""https://spoonacular.com/recipes/almond-amaretto-cupcakes-with-amaretto-whipped-cream-518795"">Almond Amaretto Cupcakes with Amaretto Whipped Cream</a>, and <a href=""https://spoonacular.com/recipes/almond-joy-chewy-amaretto-cookies-amaretti-morbidi-734876"">Almond Joy: Chewy Amaretto Cookies (Amaretti Morbidi)</a>.",4,0,dessert,74,Hot
Vanilla Bean Melting Moment Cookies With Caramel Filling,Unknown,Vegetarian,"Vanilla Bean Melting Moment Cookies With Caramel Filling might be a good recipe to expand your dessert repertoire. This lacto ovo vegetarian recipe serves 10 and costs <b>65 cents per serving</b>. One portion of this dish contains roughly <b>5g of protein</b>, <b>25g of fat</b>, and a total of <b>408 calories</b>. Not a lot of people made this recipe, and 8 would say it hit the spot. This recipe from Foodista requires cornstarch, butter, vanilla bean paste, and golden syrup. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. With a spoonacular <b>score of 19%</b>, this dish is not so super. Similar recipes include <a href=""https://spoonacular.com/recipes/vanilla-melting-moments-sandwich-cookies-with-nutella-cream-cheese-filling-520141"">Vanilla Melting Moments Sandwich Cookies with Nutella-Cream Cheese Filling</a>, <a href=""https://spoonacular.com/recipes/vanilla-bean-cake-with-raspberry-filling-and-whipped-vanilla-bean-frosting-octopus-birthday-cake-488722"">Vanilla Bean Cake with Raspberry Filling and Whipped Vanilla Bean Frosting {Octopus Birthday Cake}</a>, and <a href=""https://spoonacular.com/recipes/orange-walnut-macarons-with-spiced-cream-cheese-and-cranberry-filling-guest-post-by-baking-a-moment-488873"">Orange Walnut Macarons with Spiced Cream Cheese and Cranberry Filling {Guest Post by Baking A Moment}</a>.",3,5,dessert,75,Hot
Delicious Rhubarb Custard Pie,Unknown,Non-Vegetarian,"Delicious Rhubarb Custard Pie requires approximately <b>1 hour and 15 minutes</b> from start to finish. One serving contains <b>170 calories</b>, <b>4g of protein</b>, and <b>11g of fat</b>. For <b>53 cents per serving</b>, this recipe <b>covers 4%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. 7 people have made this recipe and would make it again. A mixture of salt, eggs, flour, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is brought to you by Foodista. It can be enjoyed any time, but it is especially good for <b>Mother's Day</b>. Overall, this recipe earns a <b>not so outstanding spoonacular score of 20%</b>. Similar recipes include <a href=""https://spoonacular.com/recipes/rhubarb-custard-pie-698186"">Rhubarb Custard Pie</a>, <a href=""https://spoonacular.com/recipes/rhubarb-custard-pie-i-606661"">Rhubarb Custard Pie I</a>, and <a href=""https://spoonacular.com/recipes/rhubarb-custard-pie-1448301"">Rhubarb Custard Pie</a>.",3,3,,76,Cold
Satay Beef Balls,Unknown,Non-Vegetarian,"Satay Beef Balls requires roughly <b>45 minutes</b> from start to finish. Watching your figure? This dairy free recipe has <b>249 calories</b>, <b>15g of protein</b>, and <b>18g of fat</b> per serving. This recipe serves 6 and costs 68 cents per serving. It is brought to you by Foodista. 5 people have tried and liked this recipe. A mixture of spring onion, glove garlic, ground beef, and a handful of other ingredients are all it takes to make this recipe so delicious. Not a lot of people really liked this main course. Overall, this recipe earns a <b>not so excellent spoonacular score of 39%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/beef-satay-590696"">Beef Satay</a>, <a href=""https://spoonacular.com/recipes/beef-satay-344214"">Beef Satay</a>, and <a href=""https://spoonacular.com/recipes/beef-satay-1660317"">Beef Satay</a>.",5,5,"lunch, main course, main dish, dinner",77,Cold
Healthy Mint Brownies,American,Non-Vegetarian,"You can never have too many dessert recipes, so give Healthy Mint Brownies a try. This recipe serves 12. For <b>$1.03 per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. One serving contains <b>265 calories</b>, <b>5g of protein</b>, and <b>12g of fat</b>. This recipe from Foodista requires oil, pink salt, coconut sugar, and baking powder. A few people really liked this American dish. 24 people have made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. With a spoonacular <b>score of 39%</b>, this dish is not so tremendous. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/mint-brownies-977907"">Mint Brownies</a>, <a href=""https://spoonacular.com/recipes/mint-brownies-1572749"">Mint Brownies</a>, and <a href=""https://spoonacular.com/recipes/mint-brownies-505791"">Mint Brownies</a>.",5,1,dessert,78,Rainy
Moosewood Lentil Soup,Unknown,Vegetarian,"Moosewood Lentil Soup might be a good recipe to expand your main course recipe box. This gluten free, dairy free, lacto ovo vegetarian, and vegan recipe serves 6 and costs <b>74 cents per serving</b>. One portion of this dish contains roughly <b>26g of protein</b>, <b>4g of fat</b>, and a total of <b>396 calories</b>. A mixture of pepper, lentils, salt, and a handful of other ingredients are all it takes to make this recipe so yummy. 2 people found this recipe to be flavorful and satisfying. It is perfect for <b>Autumn</b>. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 95%</b>. This score is spectacular. Similar recipes are <a href=""https://spoonacular.com/recipes/moosewood-lentil-soup-1319699"">Moosewood Lentil Soup</a>, <a href=""https://spoonacular.com/recipes/moosewood-mushroom-barley-soup-143909"">Moosewood Mushroom Barley Soup!</a>, and <a href=""https://spoonacular.com/recipes/hungarian-mushroom-soup-from-the-moosewood-cookbook-143242"">Hungarian Mushroom Soup, from the Moosewood Cookbook</a>.",4,0,"lunch, soup, main course, main dish, dinner",79,Rainy
Tru Chocolate Martini,Unknown,Non-Vegetarian,"Tru Chocolate Martini might be a good recipe to expand your beverage collection. One portion of this dish contains around <b>1g of protein</b>, <b>8g of fat</b>, and a total of <b>486 calories</b>. For <b>$3.75 per serving</b>, this recipe <b>covers 3%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. This recipe is liked by 3 foodies and cooks. A mixture of tru vanilla vodka, crème de cocoa, ice, and a handful of other ingredients are all it takes to make this recipe so scrumptious. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is a good option if you're following a <b>gluten free and fodmap friendly</b> diet. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 10%</b>. This score is rather bad. Similar recipes are <a href=""https://spoonacular.com/recipes/tru-heat-495888"">Tru-Heat</a>, <a href=""https://spoonacular.com/recipes/creepy-eyeball-martini-lychee-matcha-and-blood-orange-martini-616911"">Creepy Eyeball Martini ( Lychee Matchan and Blood Orange Martini)</a>, and <a href=""https://spoonacular.com/recipes/peanut-butter-and-jelly-martini-aka-pb-j-martini-555208"">Peanut Butter and Jelly Martini (AKA PB&J Martini)</a>.",2,4,"beverage, drink",80,Hot
Coconut Cream Pie Vegan Milkshake,Unknown,Vegetarian,"Coconut Cream Pie Vegan Milkshake might be just the beverage you are searching for. This recipe makes 3 servings with <b>268 calories</b>, <b>2g of protein</b>, and <b>20g of fat</b> each. For <b>81 cents per serving</b>, this recipe <b>covers 5%</b> of your daily requirements of vitamins and minerals. 20 people have made this recipe and would make it again. From preparation to the plate, this recipe takes around <b>45 minutes</b>. Head to the store and pick up coconut milk, banana, coconut oil, and a few other things to make it today. It is a good option if you're following a <b>dairy free, lacto ovo vegetarian, and vegan</b> diet. It is brought to you by Foodista. Overall, this recipe earns a <b>rather bad spoonacular score of 25%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/the-best-vegan-coconut-cream-pie-1734675"">The Best Vegan Coconut Cream Pie</a>, <a href=""https://spoonacular.com/recipes/vegan-chocolate-coconut-cream-pie-485486"">Vegan Chocolate Coconut Cream Pie</a>, and <a href=""https://spoonacular.com/recipes/easy-vegan-coconut-cream-pie-1662527"">Easy Vegan Coconut Cream Pie</a>.",5,2,"beverage, drink",81,Rainy
Braised Chicken with Artichoke Hearts & Olives,Unknown,Non-Vegetarian,"Braised Chicken with Artichoke Hearts & Olives might be a good recipe to expand your main course recipe box. This recipe serves 2. For <b>$5.4 per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains roughly <b>51g of protein</b>, <b>26g of fat</b>, and a total of <b>540 calories</b>. This recipe from Foodista has 3 fans. Head to the store and pick up salt & pepper, onion, basil, and a few other things to make it today. It is a good option if you're following a <b>gluten free, dairy free, paleolithic, and primal</b> diet. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 69%</b>. This score is pretty good. Try <a href=""https://spoonacular.com/recipes/mediterranean-champagne-chicken-with-artichoke-hearts-and-olives-109068"">Mediterranean Champagne Chicken With Artichoke Hearts and Olives</a>, <a href=""https://spoonacular.com/recipes/potato-salad-with-capers-kalamata-olives-and-artichoke-hearts-109009"">Potato Salad With Capers, Kalamatan Olives and Artichoke Hearts</a>, and <a href=""https://spoonacular.com/recipes/artichoke-hearts-braised-in-lemon-28663"">Artichoke Hearts Braised In Lemon</a> for similar recipes.",4,2,"lunch, main course, main dish, dinner",82,Cold
