User_ID,Weather_Type,Spice_Preference,Sugar_Preference,Meal_Type,Recent_Dislikes
1071,Cold,1,5,Dinner,"Chocolatey Overnight Oats with Strawberries, Healthy Vegan Red Velvet Brownies, Strawberry-Mango Quinoa Salad"
1071,Hot,6,10,Breakfast,"Dairy Free Chicken Salad, Pork schnitzel with tarragon cream sauce, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Almond Rainbow Cake, Chicken and White Bean Chili"
1071,Rainy,3,8,Breakfast,"Healthy Vegan Red Velvet Brownies, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
1071,Humid,1,1,Lunch,"Gluten Free Dairy Free Buttermilk Biscuits, Tomato and Eggplant Caponata"
1071,Windy,0,7,Lunch,"Tru Chocolate Martini, Smooth Bloody Mary, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
1072,Cold,2,7,Dinner,"Italian Beef Braciole, Baked Ziti Or Rigatoni, Healthy Orange Chicken"
1072,Hot,4,1,Breakfast,Baked Honey Sriracha Chicken Wings
1072,Rainy,1,10,Breakfast,"Chicken and White Bean Chili, Creamy Mushroom Soup ~ with a “Kick”, Delicious Sausage & Peppers, Chocoholic's Deep Dark Dream Chiffon Cake"
1072,Humid,8,2,Dinner,"Blueberry Basil Galette, White Chocolate Raspberry Brie Cups"
1072,Windy,4,0,Dinner,
1073,Cold,7,1,Breakfast,"Tomato and Eggplant Caponata, A Refreshing Drink To Welcome You All, Chocoholic's Deep Dark Dream Chiffon Cake"
1073,Hot,1,8,Dinner,Fried String Cheese Sticks
1073,Rainy,8,6,Dinner,"Loquat Pie, White Chocolate Raspberry Brie Cups, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
1073,Humid,1,0,Dinner,"Tortellini In Brodo, Dak Bulgogi - Korean BBQ Chicken, Pork schnitzel with tarragon cream sauce, Korean Beef Rice Bowl"
1073,Windy,1,6,Dinner,"Royal Wedding Pear and Coriander Scones, Beef With Oranges and Spices, How to Make the Best Crock Pot Roast"
1074,Cold,2,10,Lunch,White Chocolate Cherry Hand Pies
1074,Hot,4,8,Lunch,"Chocoholic's Deep Dark Dream Chiffon Cake, South Carolina Style Pulled Pork, Minestrone Soup, Wholemeal Steam Bun, Dutch Baby"
1074,Rainy,1,2,Breakfast,
1074,Humid,2,0,Breakfast,
1074,Windy,1,0,Breakfast,"Korean Beef Rice Bowl, Tomato and Bacon Pizza With Rice Crust, Coconut Cream Pie Vegan Milkshake, Butterscotch Pie, Green Tea Fruit Medley Smoothie"
1075,Cold,4,0,Breakfast,"Healthy Mint Brownies, South Carolina Style Pulled Pork"
1075,Hot,10,2,Lunch,Chapchae (Korean Stir-Fried Noodles)
1075,Rainy,9,10,Breakfast,"Sugar Cookies, Loquat Pie"
1075,Humid,9,0,Dinner,Baked Honey Sriracha Chicken Wings
1075,Windy,1,9,Dinner,Chocolate Mousse in Chocolate Shell
1076,Cold,0,9,Breakfast,
1076,Hot,5,1,Dinner,"Roasted Beet and Radicchio Salad, Classic Buttermilk Pie, Raspberry Cheesecake Bars By Mommie Cooks"
1076,Rainy,3,10,Breakfast,"Chicken and White Bean Chili, Crockpot Chicken and Dumplings, Shrimp & Crab Egg Rolls, Royal Wedding Pear and Coriander Scones"
1076,Humid,3,1,Breakfast,
1076,Windy,7,5,Breakfast,"Tru Chocolate Martini, Pasta With Salmon Cream Sauce, Lemon Delicious"
1077,Cold,10,10,Dinner,
1077,Hot,6,5,Breakfast,"Dad’s Breakfast Polenta, Lemon Delicious"
1077,Rainy,7,0,Dinner,"Spare Ribs, Butterscotch Pie"
1077,Humid,9,10,Dinner,"Authentic Italian Biscotti, Easy Vegetable Fried Rice, Dad’s Breakfast Polenta"
1077,Windy,4,0,Lunch,"Minestrone, Roasted Beet and Radicchio Salad, Chocolatey Overnight Oats with Strawberries, Butterscotch Pie"
1078,Cold,8,1,Dinner,"Chocoholic's Deep Dark Dream Chiffon Cake, Chocolate Mousse in Chocolate Shell, South Carolina Style Pulled Pork, Roasted Beet and Radicchio Salad, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
1078,Hot,0,2,Lunch,"Steamed Artichokes With Roasted Red Pepper Aioli, Quick Chicken Enchilada Soup, Jalapeno Cheese Quick Bread"
1078,Rainy,1,3,Breakfast,
1078,Humid,9,2,Dinner,"Cajun Seafood and Andouille Sausage Gumbo, Honeyed Bacon"" Baklava, Crockpot Chicken and Dumplings, Italian Beef Braciole, Butterscotch Pie"
1078,Windy,8,4,Lunch,Soy Ginger Glazed Halibut with Ginger Peach Relish
1079,Cold,10,1,Dinner,"Baked Honey Sriracha Chicken Wings, Smooth Bloody Mary, Pasta with Raw Tomato & Lemon Infused Olive Oil, Healthy Vegan Red Velvet Brownies, Cheesy Chicken and Rice Casserole"
1079,Hot,8,10,Breakfast,Braised Chicken with Artichoke Hearts & Olives
1079,Rainy,3,5,Lunch,"Beef With Oranges and Spices, Quick Chicken Enchilada Soup, Shrimp and Lemongrass Soup"
1079,Humid,2,6,Breakfast,"Mediterranean Herb Dip, South Carolina Style Pulled Pork, Ground Turkey Stuffed Peppers, Brussels Sprout Carbonara with Fettuccini"
1079,Windy,10,6,Lunch,Jalapeno Cheese Quick Bread
1080,Cold,9,0,Dinner,
1080,Hot,10,6,Lunch,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Oven-Baked Feta Cheese Dip, Tru Chocolate Martini, Butterscotch Pie"
1080,Rainy,0,3,Breakfast,"Cheese Pork Chops, Jalapeno Cheese Quick Bread"
1080,Humid,9,7,Dinner,"Creamy Mushroom Soup ~ with a “Kick”, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Soy Ginger Glazed Halibut with Ginger Peach Relish"
1080,Windy,2,3,Lunch,Italian Beef Braciole
1081,Cold,2,10,Lunch,"Brussels Sprout Carbonara with Fettuccini, Fried String Cheese Sticks, Tru Chocolate Martini"
1081,Hot,5,7,Dinner,
1081,Rainy,10,6,Lunch,"Oven-Baked Feta Cheese Dip, Amaretto Almond Cookies"
1081,Humid,3,8,Dinner,
1081,Windy,3,5,Lunch,
1082,Cold,10,7,Dinner,"Tru Chocolate Martini, Baked Sirloin Steak"
1082,Hot,8,1,Breakfast,Amaretto Almond Cookies
1082,Rainy,0,9,Lunch,"Butterscotch Pie, Salmon with roasted vegetables, Tomato and lentil soup, Baked Ziti Or Rigatoni, Yoghurt Honey Madeleines"
1082,Humid,8,2,Lunch,"Minestrone Soup, Chocolatey Overnight Oats with Strawberries, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Chocoholic's Deep Dark Dream Chiffon Cake"
1082,Windy,8,9,Dinner,"Green Tea Fruit Medley Smoothie, Spicy Coconut French Toast"
1083,Cold,4,9,Lunch,"Jalapeno Cheese Quick Bread, The Pearhattan Cocktail, Tortellini In Brodo"
1083,Hot,8,2,Dinner,"Crockpot Applesauce, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Cheese Pork Chops"
1083,Rainy,8,3,Dinner,
1083,Humid,0,7,Lunch,"Blueberry Basil Galette, Pasta with Raw Tomato & Lemon Infused Olive Oil"
1083,Windy,5,2,Dinner,"Royal Wedding Pear and Coriander Scones, Tortellini In Brodo"
1084,Cold,1,5,Lunch,
1084,Hot,2,0,Dinner,"Chicken Farfalle with Low-Fat Alfredo Sauce, Honeyed Bacon"" Baklava, Creamy Mushroom Soup ~ with a “Kick”, The Pearhattan Cocktail"
1084,Rainy,5,5,Lunch,Tomato and Eggplant Caponata
1084,Humid,4,0,Dinner,"Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, White Chocolate Raspberry Brie Cups, My Asian Fried Fish Fillet"
1084,Windy,10,0,Dinner,Tomato and lentil soup
1085,Cold,2,9,Dinner,"Butterscotch Pie, Chimichurri, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
1085,Hot,1,0,Breakfast,"Moosewood Lentil Soup, South Carolina Style Pulled Pork, Watermelon Popsicles with Mint, Basil & Lime"
1085,Rainy,6,9,Breakfast,
1085,Humid,0,9,Breakfast,
1085,Windy,5,0,Lunch,Vanilla Bean Melting Moment Cookies With Caramel Filling
1086,Cold,9,4,Breakfast,"Satay Beef Balls, My Asian Fried Fish Fillet"
1086,Hot,6,9,Dinner,
1086,Rainy,2,4,Dinner,"Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Raspberry Cheesecake Bars By Mommie Cooks, Ground Turkey Stuffed Peppers"
1086,Humid,10,8,Dinner,"Honeyed Bacon"" Baklava, Avocado and Orange Salad With Orange-Ginger Dressing, Sweet Potato, Kale & White Bean Soup, Minestrone"
1086,Windy,7,9,Dinner,"Chicken Farfalle with Low-Fat Alfredo Sauce, Avocado Chicken Salad, Braised Chicken with Artichoke Hearts & Olives, Watermelon Popsicles with Mint, Basil & Lime"
1087,Cold,3,2,Dinner,Black Bean Garlic Shrimp Scramble
1087,Hot,5,1,Dinner,"Healthy Orange Chicken, HomeMade Hashbrowns with Spinach and Carrots, Baked Ziti Or Rigatoni, Honeyed Bacon"" Baklava"
1087,Rainy,4,3,Dinner,"Amaretto Almond Cookies, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Tomato and Bacon Pizza With Rice Crust"
1087,Humid,3,2,Dinner,Crockpot Chicken and Dumplings
1087,Windy,7,4,Breakfast,One Bowl Jalapeno Cheddar Cornbread
1088,Cold,6,3,Dinner,"Chocolate Mousse in Chocolate Shell, Sugar Cookies, Loquat Pie, Jalapeno Cheese Quick Bread, White Chocolate Raspberry Brie Cups"
1088,Hot,1,6,Lunch,Oven-Baked Feta Cheese Dip
1088,Rainy,8,1,Breakfast,"Minestrone, Wholemeal Steam Bun, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
1088,Humid,1,2,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Easy Gluten Free Vegetarian Pasta Salad, Tomato and lentil soup, Cajun Potato Wedges"
1088,Windy,0,10,Dinner,Baked Sirloin Steak
1089,Cold,1,5,Breakfast,Avocado Chicken Salad
1089,Hot,1,7,Breakfast,"Italian Beef Braciole, Almond Rainbow Cake, Baked Honey Sriracha Chicken Wings, Dairy Free Chicken Salad"
1089,Rainy,10,10,Breakfast,
1089,Humid,2,2,Lunch,Smooth Bloody Mary
1089,Windy,7,1,Lunch,Shrimp & Crab Egg Rolls
1090,Cold,6,5,Lunch,"Butterscotch Pie, The Pearhattan Cocktail, Authentic Italian Biscotti, Almond Rainbow Cake"
1090,Hot,10,8,Dinner,Baked Honey Sriracha Chicken Wings
1090,Rainy,1,5,Lunch,"Crockpot Applesauce, Shrimp and Lemongrass Soup, Royal Wedding Pear and Coriander Scones, Baked Sirloin Steak"
1090,Humid,9,9,Dinner,"Raspberry Cheesecake Bars By Mommie Cooks, Tomato and Eggplant Caponata, Pork schnitzel with tarragon cream sauce, Jalapeno Cheese Quick Bread"
1090,Windy,8,7,Dinner,"Pork schnitzel with tarragon cream sauce, Royal Wedding Pear and Coriander Scones"
1091,Cold,10,1,Lunch,
1091,Hot,1,9,Breakfast,"Easy Pork Chops on Stuffing, Carrot and Coriander Soup, Alouette Chicken Paprika"
1091,Rainy,3,6,Lunch,"Lemon Delicious, Delicious Rhubarb Custard Pie, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Avocado Chicken Salad, Baked Ziti Or Rigatoni"
1091,Humid,0,4,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Alouette Chicken Paprika, Jalapeno Cheese Quick Bread, Avocado and Orange Salad With Orange-Ginger Dressing"
1091,Windy,8,9,Lunch,"Salmon with roasted vegetables, Quick Chicken Enchilada Soup, Delicious Sausage & Peppers, How to Make the Best Crock Pot Roast"
1092,Cold,6,10,Lunch,"Carrot and Coriander Soup, Shrimp and Lemongrass Soup, Steamed Artichokes With Roasted Red Pepper Aioli, Cheesy Chicken and Rice Casserole"
1092,Hot,4,5,Lunch,"Dad’s Breakfast Polenta, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Minestrone Soup"
1092,Rainy,1,1,Dinner,"Sweet Potato, Kale & White Bean Soup, Moosewood Lentil Soup, My Asian Fried Fish Fillet, Cheesy Chicken Enchilada Quinoa Casserole"
1092,Humid,7,6,Dinner,"Roasted Beet and Radicchio Salad, Soy Ginger Glazed Halibut with Ginger Peach Relish, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Easy Vegetable Fried Rice, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center"
1092,Windy,4,1,Dinner,"Cajun Potato Wedges, Moosewood Lentil Soup"
1093,Cold,6,10,Breakfast,"Chapchae (Korean Stir-Fried Noodles), Almond Rainbow Cake, Cheese Pork Chops, My Asian Fried Fish Fillet, Honeyed Bacon"" Baklava"
1093,Hot,1,4,Dinner,"Amaretto Almond Cookies, Cajun Shrimp Chowder"
1093,Rainy,3,8,Breakfast,
1093,Humid,5,3,Lunch,"Tomato and Bacon Pizza With Rice Crust, My Asian Fried Fish Fillet, Honeyed Bacon"" Baklava"
1093,Windy,1,9,Dinner,
1094,Cold,7,2,Dinner,"Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Easy Vegetable Fried Rice, Ground Turkey Stuffed Peppers, Minestrone Soup, Smooth Bloody Mary"
1094,Hot,1,3,Lunch,"How to Make the Ultimate Christmas Fruit Pizza, Wholemeal Steam Bun, Tomato and Eggplant Caponata"
1094,Rainy,7,5,Dinner,
1094,Humid,1,8,Lunch,
1094,Windy,4,5,Lunch,"Cheese Pork Chops, Shrimp and Lemongrass Soup, Tomato and Bacon Pizza With Rice Crust, Cuban Flank Steak With Avocado and Tomato Salad, Sugar Cookies"
1095,Cold,9,6,Lunch,
1095,Hot,2,1,Breakfast,"Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Avocado and Orange Salad With Orange-Ginger Dressing, Chocolatey Overnight Oats with Strawberries, Tortellini In Brodo"
1095,Rainy,6,5,Breakfast,Royal Wedding Pear and Coriander Scones
1095,Humid,3,4,Breakfast,"Baked Ziti Or Rigatoni, Classic Buttermilk Pie, Coconut Cream Pie Vegan Milkshake"
1095,Windy,4,8,Lunch,"Chicken and White Bean Chili, Dad’s Breakfast Polenta, One Bowl Jalapeno Cheddar Cornbread, Cajun Potato Wedges, South Carolina Style Pulled Pork"
1096,Cold,4,5,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Tortellini In Brodo, Beef With Oranges and Spices, Upside-Down Blueberry Puffs Brunch, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
1096,Hot,10,9,Dinner,"Dairy Free Chicken Salad, Avocado and Orange Salad With Orange-Ginger Dressing, Honeyed Bacon"" Baklava, The Pearhattan Cocktail"
1096,Rainy,2,10,Breakfast,"Fluffy frittata with spinach, Soy Ginger Glazed Halibut with Ginger Peach Relish, Cheesy Chicken Enchilada Quinoa Casserole, Cuban Flank Steak With Avocado and Tomato Salad"
1096,Humid,7,9,Dinner,
1096,Windy,4,5,Lunch,Green Tea Fruit Medley Smoothie
1097,Cold,6,6,Breakfast,"Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Carrot and Coriander Soup"
1097,Hot,2,0,Lunch,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Crockpot Chicken and Dumplings, Chocoholic's Deep Dark Dream Chiffon Cake, Ground Turkey Stuffed Peppers"
1097,Rainy,9,5,Lunch,"Pasta With Salmon Cream Sauce, Tomato and lentil soup, The Pearhattan Cocktail, Yoghurt Honey Madeleines, Butterscotch Pie"
1097,Humid,2,9,Lunch,"Raspberry Cheesecake Bars By Mommie Cooks, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Carrot and Coriander Soup, Eggless Blueberry and White Chocolate Baked Cheesecake, How to Make the Ultimate Christmas Fruit Pizza"
1097,Windy,5,4,Dinner,
1098,Cold,10,3,Dinner,How to Make the Ultimate Christmas Fruit Pizza
1098,Hot,2,9,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Wholemeal Steam Bun"
1098,Rainy,8,6,Lunch,Loquat Pie
1098,Humid,10,1,Lunch,"Steamed Artichokes With Roasted Red Pepper Aioli, Vanilla Bean Melting Moment Cookies With Caramel Filling, Easy Shepherd's Pie (Beef And/or Lamb Combo), Alouette Chicken Paprika, Chocoholic's Deep Dark Dream Chiffon Cake"
1098,Windy,4,1,Breakfast,
1099,Cold,6,8,Lunch,
1099,Hot,3,9,Dinner,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Dak Bulgogi - Korean BBQ Chicken, Lamb In Red Mole Sauce"
1099,Rainy,2,4,Lunch,"Cajun Shrimp Chowder, Roasted Beet and Radicchio Salad"
1099,Humid,1,4,Dinner,"Sweet Potato, Kale & White Bean Soup, Healthy Mint Brownies"
1099,Windy,10,0,Breakfast,"Tuna Stuffed Hard-Boiled Eggs, How to Make the Best Crock Pot Roast"
1100,Cold,1,5,Lunch,Vanilla Bean Melting Moment Cookies With Caramel Filling
1100,Hot,5,1,Lunch,"Healthy Orange Chicken, Tomato and Eggplant Caponata, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Delicious Sausage & Peppers, Homemade Muesli Breakfast Cereal"
1100,Rainy,10,0,Dinner,"Coconut Cream Pie Vegan Milkshake, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, South Carolina Style Pulled Pork"
1100,Humid,0,7,Lunch,"Salmon with roasted vegetables, Cheese Pork Chops, Easy Gluten Free Vegetarian Pasta Salad"
1100,Windy,10,8,Dinner,Baked Honey Sriracha Chicken Wings
1101,Cold,0,3,Breakfast,"Cuban Flank Steak With Avocado and Tomato Salad, Coconut Cream Pie Vegan Milkshake, Chicken and White Bean Chili"
1101,Hot,7,3,Lunch,
1101,Rainy,5,6,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Korean Beef Rice Bowl, Healthy Vegan Red Velvet Brownies"
1101,Humid,1,3,Lunch,"Yoghurt Honey Madeleines, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
1101,Windy,0,4,Breakfast,Soy Ginger Glazed Halibut with Ginger Peach Relish
1102,Cold,3,6,Breakfast,"Smooth Bloody Mary, Yoghurt Honey Madeleines, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Raspberry Cheesecake Bars By Mommie Cooks"
1102,Hot,9,5,Lunch,"Honeyed Bacon"" Baklava, Raspberry Cheesecake Bars By Mommie Cooks, Shrimp & Crab Egg Rolls, Korean Beef Rice Bowl"
1102,Rainy,2,8,Dinner,"Oven-Baked Feta Cheese Dip, South Carolina Style Pulled Pork, Crockpot Chicken and Dumplings"
1102,Humid,8,10,Breakfast,Strawberry-Mango Quinoa Salad
1102,Windy,9,9,Breakfast,Chimichurri
1103,Cold,9,8,Lunch,"Pork schnitzel with tarragon cream sauce, Honeyed Bacon"" Baklava, Tomato and lentil soup, Beef With Oranges and Spices, Black Bean Garlic Shrimp Scramble"
1103,Hot,0,1,Dinner,"Shrimp and Lemongrass Soup, Oven-Baked Feta Cheese Dip"
1103,Rainy,3,8,Breakfast,"Crockpot Chicken and Dumplings, Butterscotch Pie, Honeyed Bacon"" Baklava"
1103,Humid,2,4,Breakfast,"Chocoholic's Deep Dark Dream Chiffon Cake, Chicken and White Bean Chili, Dutch Baby, Cheesy Chicken and Rice Casserole, Spare Ribs"
1103,Windy,8,1,Breakfast,Tomato and lentil soup
1104,Cold,2,6,Breakfast,"Fluffy frittata with spinach, Avocado and Orange Salad With Orange-Ginger Dressing, Wholemeal Steam Bun, Satay Beef Balls"
1104,Hot,4,8,Breakfast,"Chimichurri, Minestrone, Chocoholic's Deep Dark Dream Chiffon Cake, Baked Honey Sriracha Chicken Wings, Pasta With Salmon Cream Sauce"
1104,Rainy,3,10,Breakfast,The Pearhattan Cocktail
1104,Humid,0,10,Lunch,"Fried String Cheese Sticks, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)"
1104,Windy,9,9,Lunch,"Tomato and lentil soup, Avocado Chicken Salad, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Blueberry Basil Galette"
1105,Cold,5,6,Lunch,"Fried String Cheese Sticks, Watermelon Popsicles with Mint, Basil & Lime"
1105,Hot,3,2,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Fluffy frittata with spinach"
1105,Rainy,9,10,Dinner,White Chocolate Raspberry Brie Cups
1105,Humid,4,8,Dinner,"Satay Beef Balls, Pasta With Salmon Cream Sauce, Carrot and Coriander Soup, Honeyed Bacon"" Baklava, Vanilla Bean Melting Moment Cookies With Caramel Filling"
1105,Windy,9,3,Breakfast,"Healthy Vegan Red Velvet Brownies, Spicy Coconut French Toast"
1106,Cold,2,3,Breakfast,"The Pearhattan Cocktail, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Soy Ginger Glazed Halibut with Ginger Peach Relish, Strawberry-Mango Quinoa Salad"
1106,Hot,1,1,Breakfast,"Tru Chocolate Martini, How to Make the Best Crock Pot Roast"
1106,Rainy,9,8,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Soy Ginger Glazed Halibut with Ginger Peach Relish, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Loquat Pie, Sweet Potato, Kale & White Bean Soup"
1106,Humid,3,4,Dinner,"Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Carrot and Coriander Soup, How to Make the Best Crock Pot Roast, Baked Sirloin Steak"
1106,Windy,9,9,Dinner,"Upside-Down Blueberry Puffs Brunch, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Wholemeal Steam Bun"
1107,Cold,2,3,Dinner,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Alouette Chicken Paprika, Almond Rainbow Cake"
1107,Hot,8,9,Breakfast,
1107,Rainy,9,5,Dinner,"Avocado and Orange Salad With Orange-Ginger Dressing, Easy Shepherd's Pie (Beef And/or Lamb Combo), Classic Buttermilk Pie, Minestrone Soup, South Carolina Style Pulled Pork"
1107,Humid,1,1,Dinner,"Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
1107,Windy,0,6,Dinner,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Fluffy frittata with spinach"
1108,Cold,4,6,Breakfast,
1108,Hot,10,3,Breakfast,"Vanilla Bean Melting Moment Cookies With Caramel Filling, Shrimp & Crab Egg Rolls, Moosewood Lentil Soup, Healthy Mint Brownies, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center"
1108,Rainy,3,0,Lunch,"Shrimp and Lemongrass Soup, Carrot and Coriander Soup, Braised Chicken with Artichoke Hearts & Olives, Satay Beef Balls, Cajun Potato Wedges"
1108,Humid,7,3,Lunch,
1108,Windy,7,2,Dinner,"White Chocolate Raspberry Brie Cups, Baked Honey Sriracha Chicken Wings, Fried String Cheese Sticks, Naturally Sweet Apple Turnovers"
1109,Cold,6,9,Breakfast,"Fluffy frittata with spinach, Carrot and Coriander Soup, Gluten Free Dairy Free Buttermilk Biscuits, Black Bean Garlic Shrimp Scramble"
1109,Hot,0,1,Breakfast,
1109,Rainy,4,2,Lunch,"Easy Vegetable Fried Rice, Steamed Artichokes With Roasted Red Pepper Aioli"
1109,Humid,0,5,Lunch,
1109,Windy,6,1,Lunch,"Salmon with roasted vegetables, Steamed Artichokes With Roasted Red Pepper Aioli, Baked Honey Sriracha Chicken Wings, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
1110,Cold,10,9,Breakfast,"Tuna Stuffed Hard-Boiled Eggs, Braised Chicken with Artichoke Hearts & Olives, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Shrimp & Crab Egg Rolls, Green Tea Fruit Medley Smoothie"
1110,Hot,5,7,Lunch,Gluten Free Dairy Free Buttermilk Biscuits
1110,Rainy,6,5,Lunch,Wholemeal Steam Bun
1110,Humid,8,1,Dinner,Tuna Stuffed Hard-Boiled Eggs
1110,Windy,10,0,Breakfast,"Strawberry-Mango Quinoa Salad, Carrot and Coriander Soup, Tomato and Bacon Pizza With Rice Crust"
1111,Cold,1,6,Lunch,"Easy Vegetable Fried Rice, Amaretto Almond Cookies"
1111,Hot,3,5,Dinner,"Tomato and lentil soup, Creamy Mushroom Soup ~ with a “Kick”, Naturally Sweet Apple Turnovers, Honeyed Bacon"" Baklava"
